Date,Day,Exercise,Type,Set,Weight,Reps,Volume,LLTB,Core,PDT,GHQC,date,Break Time,Tempo
07-Jun-2021,Monday,Deadlift,Hypertrophy,4.0,60.0,10.0,600.0,180.0,60.0,0.0,360.0,2021-06-07,60,
07-Jun-2021,Monday,Deadlift,Hypertrophy,5.0,60.0,10.0,600.0,180.0,60.0,0.0,360.0,2021-06-07,90,
08-Jun-2021,Tuesday,Deadlift,Strength,1.0,100.0,5.0,500.0,150.0,50.0,0.0,300.0,2021-06-08,90,
08-Jun-2021,Tuesday,Deadlift,Strength,2.0,110.0,5.0,550.0,165.0,55.0,0.0,330.0,2021-06-08,120,
08-Jun-2021,Tuesday,Deadlift,Strength,3.0,120.0,5.0,600.0,180.0,60.0,0.0,360.0,2021-06-08,180,
08-Jun-2021,Tuesday,Deadlift,Strength,4.0,130.0,5.0,650.0,195.0,65.0,0.0,390.0,2021-06-08,120,
08-Jun-2021,Tuesday,Deadlift,Strength,5.0,140.0,8.0,1120.0,336.0,112.0,0.0,672.0,2021-06-08,120,
08-Jun-2021,Tuesday,Deadlift,Strength,6.0,130.0,5.0,650.0,195.0,65.0,0.0,390.0,2021-06-08,150,
08-Jun-2021,Tuesday,Deadlift,Strength,7.0,120.0,5.0,600.0,180.0,60.0,0.0,360.0,2021-06-08,30,
08-Jun-2021,Tuesday,Deadlift,Strength,8.0,110.0,6.0,660.0,198.0,66.0,0.0,396.0,2021-06-08,90,
08-Jun-2021,Tuesday,Deadlift,Strength,9.0,100.0,7.0,700.0,210.0,70.0,0.0,420.0,2021-06-08,30,
08-Jun-2021,Tuesday,Squat,Hypertrophy,1.0,80.0,10.0,800.0,80.0,80.0,0.0,640.0,2021-06-08,120,
08-Jun-2021,Tuesday,Squat,Hypertrophy,2.0,80.0,10.0,800.0,80.0,80.0,0.0,640.0,2021-06-08,30,
08-Jun-2021,Tuesday,Squat,Hypertrophy,3.0,80.0,10.0,800.0,80.0,80.0,0.0,640.0,2021-06-08,60,
08-Jun-2021,Tuesday,Squat,Hypertrophy,4.0,80.0,10.0,800.0,80.0,80.0,0.0,640.0,2021-06-08,120,
08-Jun-2021,Tuesday,Squat,Hypertrophy,5.0,80.0,10.0,800.0,80.0,80.0,0.0,640.0,2021-06-08,90,
09-Jun-2021,Wednesday,Shoulder Press,Speed,1.0,35.0,10.0,350.0,35.0,0.0,315.0,0.0,2021-06-09,120,
09-Jun-2021,Wednesday,Shoulder Press,Speed,2.0,45.0,8.0,360.0,36.0,0.0,324.0,0.0,2021-06-09,150,
09-Jun-2021,Wednesday,Shoulder Press,Speed,3.0,55.0,6.0,330.0,33.0,0.0,297.0,0.0,2021-06-09,150,
09-Jun-2021,Wednesday,Shoulder Press,Speed,4.0,45.0,8.0,360.0,36.0,0.0,324.0,0.0,2021-06-09,60,
09-Jun-2021,Wednesday,Shoulder Press,Speed,5.0,35.0,10.0,350.0,35.0,0.0,315.0,0.0,2021-06-09,60,
09-Jun-2021,Wednesday,Bench Press,Speed,1.0,70.0,10.0,700.0,0.0,70.0,630.0,0.0,2021-06-09,120,
09-Jun-2021,Wednesday,Bench Press,Speed,2.0,70.0,10.0,700.0,0.0,70.0,630.0,0.0,2021-06-09,120,
09-Jun-2021,Wednesday,Bench Press,Speed,3.0,70.0,10.0,700.0,0.0,70.0,630.0,0.0,2021-06-09,180,
09-Jun-2021,Wednesday,Bench Press,Speed,4.0,70.0,10.0,700.0,0.0,70.0,630.0,0.0,2021-06-09,120,
09-Jun-2021,Wednesday,Bench Press,Speed,5.0,70.0,10.0,700.0,0.0,70.0,630.0,0.0,2021-06-09,150,
09-Jun-2021,Wednesday,Barbell Row,Strength,1.0,90.0,10.0,900.0,810.0,0.0,0.0,90.0,2021-06-09,120,
09-Jun-2021,Wednesday,Barbell Row,Strength,2.0,90.0,10.0,900.0,810.0,0.0,0.0,90.0,2021-06-09,30,
09-Jun-2021,Wednesday,Barbell Row,Strength,3.0,90.0,10.0,900.0,810.0,0.0,0.0,90.0,2021-06-09,90,
09-Jun-2021,Wednesday,Barbell Row,Strength,4.0,90.0,10.0,900.0,810.0,0.0,0.0,90.0,2021-06-09,60,
09-Jun-2021,Wednesday,Barbell Row,Strength,5.0,90.0,10.0,900.0,810.0,0.0,0.0,90.0,2021-06-09,90,
10-Jun-2021,Thursday,Deadlift,Hypertrophy,1.0,65.0,5.0,325.0,97.5,32.5,0.0,195.0,2021-06-10,120,
10-Jun-2021,Thursday,Deadlift,Hypertrophy,2.0,75.0,5.0,375.0,112.5,37.5,0.0,225.0,2021-06-10,120,
10-Jun-2021,Thursday,Deadlift,Hypertrophy,3.0,85.0,10.0,850.0,255.0,85.0,0.0,510.0,2021-06-10,120,
10-Jun-2021,Thursday,Deadlift,Hypertrophy,4.0,95.0,5.0,475.0,142.5,47.5,0.0,285.0,2021-06-10,60,
10-Jun-2021,Thursday,Deadlift,Hypertrophy,5.0,105.0,5.0,525.0,157.5,52.5,0.0,315.0,2021-06-10,120,
10-Jun-2021,Thursday,Squat,Hypertrophy,1.0,45.0,10.0,450.0,45.0,45.0,0.0,360.0,2021-06-10,150,
10-Jun-2021,Thursday,Squat,Hypertrophy,2.0,45.0,10.0,450.0,45.0,45.0,0.0,360.0,2021-06-10,120,
10-Jun-2021,Thursday,Squat,Strength,3.0,45.0,10.0,450.0,45.0,45.0,0.0,360.0,2021-06-10,90,
10-Jun-2021,Thursday,Squat,Strength,4.0,45.0,10.0,450.0,45.0,45.0,0.0,360.0,2021-06-10,120,
10-Jun-2021,Thursday,Squat,Strength,5.0,45.0,10.0,450.0,45.0,45.0,0.0,360.0,2021-06-10,150,
10-Jun-2021,Thursday,Deadlift,Strength,6.0,115.0,5.0,575.0,172.5,57.5,0.0,345.0,2021-06-10,120,
10-Jun-2021,Thursday,Deadlift,Strength,7.0,115.0,3.0,345.0,103.5,34.5,0.0,207.0,2021-06-10,90,
11-Jun-2021,Friday,Shoulder Press,Endurance,1.0,35.0,10.0,350.0,35.0,0.0,315.0,0.0,2021-06-11,60,
11-Jun-2021,Friday,Shoulder Press,Endurance,2.0,35.0,10.0,350.0,35.0,0.0,315.0,0.0,2021-06-11,120,
11-Jun-2021,Friday,Shoulder Press,Endurance,3.0,35.0,10.0,350.0,35.0,0.0,315.0,0.0,2021-06-11,120,
11-Jun-2021,Friday,Shoulder Press,Endurance,4.0,35.0,10.0,350.0,35.0,0.0,315.0,0.0,2021-06-11,90,
11-Jun-2021,Friday,Shoulder Press,Endurance,5.0,35.0,10.0,350.0,35.0,0.0,315.0,0.0,2021-06-11,60,
11-Jun-2021,Friday,Bench Press,Strength,1.0,70.0,5.0,350.0,0.0,35.0,315.0,0.0,2021-06-11,90,
11-Jun-2021,Friday,Bench Press,Strength,2.0,80.0,5.0,400.0,0.0,40.0,360.0,0.0,2021-06-11,90,
11-Jun-2021,Friday,Bench Press,Strength,3.0,90.0,12.0,1080.0,0.0,108.0,972.0,0.0,2021-06-11,120,
11-Jun-2021,Friday,Bench Press,Strength,4.0,90.0,10.0,900.0,0.0,90.0,810.0,0.0,2021-06-11,60,
11-Jun-2021,Friday,Barbell Row,Strength,1.0,50.0,10.0,500.0,450.0,0.0,0.0,50.0,2021-06-11,90,
11-Jun-2021,Friday,Barbell Row,Strength,2.0,50.0,10.0,500.0,450.0,0.0,0.0,50.0,2021-06-11,90,
11-Jun-2021,Friday,Barbell Row,Strength,3.0,50.0,10.0,500.0,450.0,0.0,0.0,50.0,2021-06-11,120,
11-Jun-2021,Friday,Barbell Row,Strength,4.0,50.0,10.0,500.0,450.0,0.0,0.0,50.0,2021-06-11,90,
11-Jun-2021,Friday,Barbell Row,Strength,5.0,50.0,10.0,500.0,450.0,0.0,0.0,50.0,2021-06-11,120,
12-Jun-2021,Saturday,Squat,Endurance,1.0,45.0,10.0,450.0,45.0,45.0,0.0,360.0,2021-06-12,90,
12-Jun-2021,Saturday,Squat,Endurance,2.0,55.0,8.0,440.0,44.0,44.0,0.0,352.0,2021-06-12,120,
12-Jun-2021,Saturday,Squat,Endurance,3.0,65.0,6.0,390.0,39.0,39.0,0.0,312.0,2021-06-12,150,
12-Jun-2021,Saturday,Deadlift,Strength,1.0,70.0,10.0,700.0,210.0,70.0,0.0,420.0,2021-06-12,30,
12-Jun-2021,Saturday,Deadlift,Strength,2.0,70.0,10.0,700.0,210.0,70.0,0.0,420.0,2021-06-12,60,
12-Jun-2021,Saturday,Deadlift,Strength,3.0,70.0,10.0,700.0,210.0,70.0,0.0,420.0,2021-06-12,60,
12-Jun-2021,Saturday,Deadlift,Strength,4.0,70.0,10.0,700.0,210.0,70.0,0.0,420.0,2021-06-12,150,
12-Jun-2021,Saturday,Deadlift,Strength,5.0,70.0,10.0,700.0,210.0,70.0,0.0,420.0,2021-06-12,90,
13-Jun-2021,Sunday,Bench Press,Hypertrophy,1.0,85.0,5.0,425.0,0.0,42.5,382.5,0.0,2021-06-13,120,
13-Jun-2021,Sunday,Bench Press,Hypertrophy,2.0,95.0,5.0,475.0,0.0,47.5,427.5,0.0,2021-06-13,60,
13-Jun-2021,Sunday,Bench Press,Hypertrophy,3.0,105.0,3.0,315.0,0.0,31.5,283.5,0.0,2021-06-13,30,
13-Jun-2021,Sunday,Bench Press,Hypertrophy,4.0,115.0,3.0,345.0,0.0,34.5,310.5,0.0,2021-06-13,60,
13-Jun-2021,Sunday,Bench Press,Hypertrophy,5.0,125.0,2.0,250.0,0.0,25.0,225.0,0.0,2021-06-13,120,
13-Jun-2021,Sunday,Shoulder Press,Strength,1.0,50.0,10.0,500.0,50.0,0.0,450.0,0.0,2021-06-13,30,
13-Jun-2021,Sunday,Shoulder Press,Strength,2.0,50.0,10.0,500.0,50.0,0.0,450.0,0.0,2021-06-13,90,
13-Jun-2021,Sunday,Shoulder Press,Strength,3.0,50.0,10.0,500.0,50.0,0.0,450.0,0.0,2021-06-13,120,
13-Jun-2021,Sunday,Shoulder Press,Strength,4.0,50.0,10.0,500.0,50.0,0.0,450.0,0.0,2021-06-13,120,
13-Jun-2021,Sunday,Shoulder Press,Strength,5.0,50.0,10.0,500.0,50.0,0.0,450.0,0.0,2021-06-13,90,
13-Jun-2021,Sunday,Barbell Row,Speed,1.0,90.0,10.0,900.0,810.0,0.0,0.0,90.0,2021-06-13,90,
13-Jun-2021,Sunday,Barbell Row,Speed,2.0,90.0,10.0,900.0,810.0,0.0,0.0,90.0,2021-06-13,120,
13-Jun-2021,Sunday,Barbell Row,Speed,3.0,90.0,10.0,900.0,810.0,0.0,0.0,90.0,2021-06-13,150,
13-Jun-2021,Sunday,Barbell Row,Speed,4.0,80.0,10.0,800.0,720.0,0.0,0.0,80.0,2021-06-13,120,
13-Jun-2021,Sunday,Barbell Row,Speed,5.0,80.0,10.0,800.0,720.0,0.0,0.0,80.0,2021-06-13,90,
14-Jun-2021,Monday,Shoulder Press,Hypertrophy,1.0,35.0,5.0,175.0,17.5,0.0,157.5,0.0,2021-06-14,120,
14-Jun-2021,Monday,Shoulder Press,Hypertrophy,2.0,45.0,5.0,225.0,22.5,0.0,202.5,0.0,2021-06-14,150,
14-Jun-2021,Monday,Shoulder Press,Hypertrophy,3.0,55.0,5.0,275.0,27.5,0.0,247.5,0.0,2021-06-14,90,
14-Jun-2021,Monday,Shoulder Press,Hypertrophy,4.0,65.0,5.0,325.0,32.5,0.0,292.5,0.0,2021-06-14,120,
14-Jun-2021,Monday,Shoulder Press,Hypertrophy,5.0,75.0,6.0,450.0,45.0,0.0,405.0,0.0,2021-06-14,90,
14-Jun-2021,Monday,Bench Press,Strength,1.0,65.0,10.0,650.0,0.0,65.0,585.0,0.0,2021-06-14,180,
14-Jun-2021,Monday,Bench Press,Strength,2.0,65.0,10.0,650.0,0.0,65.0,585.0,0.0,2021-06-14,120,
14-Jun-2021,Monday,Bench Press,Strength,3.0,70.0,10.0,700.0,0.0,70.0,630.0,0.0,2021-06-14,180,
14-Jun-2021,Monday,Bench Press,Strength,4.0,70.0,10.0,700.0,0.0,70.0,630.0,0.0,2021-06-14,90,
14-Jun-2021,Monday,Bench Press,Strength,5.0,70.0,20.0,1400.0,0.0,140.0,1260.0,0.0,2021-06-14,120,
14-Jun-2021,Monday,Barbell Row,Speed,1.0,80.0,10.0,800.0,720.0,0.0,0.0,80.0,2021-06-14,60,
14-Jun-2021,Monday,Barbell Row,Speed,2.0,80.0,10.0,800.0,720.0,0.0,0.0,80.0,2021-06-14,120,
14-Jun-2021,Monday,Barbell Row,Speed,3.0,80.0,10.0,800.0,720.0,0.0,0.0,80.0,2021-06-14,60,
14-Jun-2021,Monday,Barbell Row,Speed,4.0,80.0,10.0,800.0,720.0,0.0,0.0,80.0,2021-06-14,90,
14-Jun-2021,Monday,Barbell Row,Speed,5.0,80.0,10.0,800.0,720.0,0.0,0.0,80.0,2021-06-14,60,
15-Jun-2021,Tuesday,Shoulder Press,Speed,1.0,30.0,5.0,150.0,15.0,0.0,135.0,0.0,2021-06-15,180,
15-Jun-2021,Tuesday,Shoulder Press,Speed,2.0,35.0,5.0,175.0,17.5,0.0,157.5,0.0,2021-06-15,120,
15-Jun-2021,Tuesday,Shoulder Press,Speed,3.0,40.0,10.0,400.0,40.0,0.0,360.0,0.0,2021-06-15,90,
15-Jun-2021,Tuesday,Shoulder Press,Speed,4.0,45.0,5.0,225.0,22.5,0.0,202.5,0.0,2021-06-15,150,
15-Jun-2021,Tuesday,Shoulder Press,Speed,5.0,50.0,5.0,250.0,25.0,0.0,225.0,0.0,2021-06-15,120,
15-Jun-2021,Tuesday,Shoulder Press,Speed,6.0,55.0,4.0,220.0,22.0,0.0,198.0,0.0,2021-06-15,120,
15-Jun-2021,Tuesday,Shoulder Press,Speed,7.0,55.0,4.0,220.0,22.0,0.0,198.0,0.0,2021-06-15,90,
15-Jun-2021,Tuesday,Medicine Ball Chest Pass,Speed,1.0,70.0,10.0,700.0,0.0,70.0,630.0,0.0,2021-06-15,120,
15-Jun-2021,Tuesday,Medicine Ball Chest Pass,Speed,2.0,85.0,8.0,680.0,0.0,68.0,612.0,0.0,2021-06-15,150,
15-Jun-2021,Tuesday,Medicine Ball Chest Pass,Speed,3.0,85.0,5.0,425.0,0.0,42.5,382.5,0.0,2021-06-15,90,
15-Jun-2021,Tuesday,Barbell Row,Strength,1.0,85.0,10.0,850.0,765.0,0.0,0.0,85.0,2021-06-15,60,
15-Jun-2021,Tuesday,Barbell Row,Strength,2.0,100.0,5.0,500.0,450.0,0.0,0.0,50.0,2021-06-15,90,
15-Jun-2021,Tuesday,Barbell Row,Strength,3.0,100.0,5.0,500.0,450.0,0.0,0.0,50.0,2021-06-15,120,
15-Jun-2021,Tuesday,Barbell Row,Strength,4.0,85.0,6.0,510.0,459.0,0.0,0.0,51.0,2021-06-15,150,
15-Jun-2021,Tuesday,Single Leg Romanian Deadlift,Speed,1.0,70.0,10.0,700.0,0.0,70.0,0.0,630.0,2021-06-15,120,
15-Jun-2021,Tuesday,Single Leg Romanian Deadlift,Speed,2.0,70.0,10.0,700.0,0.0,70.0,0.0,630.0,2021-06-15,150,
15-Jun-2021,Tuesday,Single Leg Romanian Deadlift,Speed,3.0,70.0,10.0,700.0,0.0,70.0,0.0,630.0,2021-06-15,120,
15-Jun-2021,Tuesday,Single Leg Romanian Deadlift,Speed,4.0,70.0,10.0,700.0,0.0,70.0,0.0,630.0,2021-06-15,120,
15-Jun-2021,Tuesday,Single Leg Romanian Deadlift,Speed,5.0,70.0,10.0,700.0,0.0,70.0,0.0,630.0,2021-06-15,90,
15-Jun-2021,Tuesday,Bench Press,Strength,1.0,40.0,10.0,400.0,0.0,40.0,360.0,0.0,2021-06-15,60,
15-Jun-2021,Tuesday,Bench Press,Strength,2.0,45.0,10.0,450.0,0.0,45.0,405.0,0.0,2021-06-15,120,
15-Jun-2021,Tuesday,Bench Press,Strength,3.0,45.0,10.0,450.0,0.0,45.0,405.0,0.0,2021-06-15,60,
15-Jun-2021,Tuesday,Bench Press,Strength,4.0,50.0,10.0,500.0,0.0,50.0,450.0,0.0,2021-06-15,90,
15-Jun-2021,Tuesday,Bench Press,Strength,5.0,50.0,10.0,500.0,0.0,50.0,450.0,0.0,2021-06-15,60,
15-Jun-2021,Tuesday,Bench Press,Strength,6.0,55.0,10.0,550.0,0.0,55.0,495.0,0.0,2021-06-15,60,
16-Jun-2021,Wednesday,Medicine Ball Lateral Throws,Endurance,1.0,20.0,10.0,200.0,,,,,2021-06-16,150,
16-Jun-2021,Wednesday,Medicine Ball Lateral Throws,Endurance,2.0,20.0,10.0,200.0,,,,,2021-06-16,60,
16-Jun-2021,Wednesday,Medicine Ball Lateral Throws,Endurance,3.0,20.0,10.0,200.0,,,,,2021-06-16,60,
16-Jun-2021,Wednesday,Bench Press,Hypertrophy,1.0,40.0,10.0,400.0,0.0,40.0,360.0,0.0,2021-06-16,60,
16-Jun-2021,Wednesday,Bench Press,Hypertrophy,2.0,40.0,10.0,400.0,0.0,40.0,360.0,0.0,2021-06-16,60,
16-Jun-2021,Wednesday,Bench Press,Hypertrophy,3.0,40.0,10.0,400.0,0.0,40.0,360.0,0.0,2021-06-16,120,
16-Jun-2021,Wednesday,Bulgarian Squat,Speed,1.0,120.0,10.0,1200.0,0.0,120.0,0.0,1080.0,2021-06-16,90,
16-Jun-2021,Wednesday,Bulgarian Squat,Speed,2.0,120.0,10.0,1200.0,0.0,120.0,0.0,1080.0,2021-06-16,150,
16-Jun-2021,Wednesday,Bulgarian Squat,Speed,3.0,120.0,10.0,1200.0,0.0,120.0,0.0,1080.0,2021-06-16,120,
16-Jun-2021,Wednesday,Front Squat,Speed,1.0,70.0,10.0,700.0,0.0,70.0,0.0,630.0,2021-06-16,90,
16-Jun-2021,Wednesday,Front Squat,Speed,2.0,70.0,10.0,700.0,0.0,70.0,0.0,630.0,2021-06-16,90,
16-Jun-2021,Wednesday,Front Squat,Speed,3.0,70.0,10.0,700.0,0.0,70.0,0.0,630.0,2021-06-16,60,
16-Jun-2021,Wednesday,Single Leg Romanian Deadlift,Speed,1.0,77.0,10.0,770.0,0.0,77.0,0.0,693.0,2021-06-16,120,
16-Jun-2021,Wednesday,Single Leg Romanian Deadlift,Speed,2.0,77.0,10.0,770.0,0.0,77.0,0.0,693.0,2021-06-16,90,
16-Jun-2021,Wednesday,Single Leg Romanian Deadlift,Speed,3.0,77.0,10.0,770.0,0.0,77.0,0.0,693.0,2021-06-16,120,
16-Jun-2021,Wednesday,Tricep Extension,Endurance,1.0,27.0,7.0,189.0,0.0,0.0,189.0,0.0,2021-06-16,90,
16-Jun-2021,Wednesday,Tricep Extension,Endurance,2.0,27.0,7.0,189.0,0.0,0.0,189.0,0.0,2021-06-16,120,
16-Jun-2021,Wednesday,Tricep Extension,Endurance,3.0,27.0,7.0,189.0,0.0,0.0,189.0,0.0,2021-06-16,90,
17-Jun-2021,Thursday,Bench Press,Speed,1.0,80.0,5.0,400.0,0.0,40.0,360.0,0.0,2021-06-17,120,
17-Jun-2021,Thursday,Bench Press,Speed,2.0,90.0,5.0,450.0,0.0,45.0,405.0,0.0,2021-06-17,150,
17-Jun-2021,Thursday,Bench Press,Speed,3.0,105.0,8.0,840.0,0.0,84.0,756.0,0.0,2021-06-17,60,
17-Jun-2021,Thursday,Bench Press,Speed,4.0,105.0,5.0,525.0,0.0,52.5,472.5,0.0,2021-06-17,60,
17-Jun-2021,Thursday,Bench Press,Speed,5.0,105.0,3.0,315.0,0.0,31.5,283.5,0.0,2021-06-17,90,
17-Jun-2021,Thursday,Shoulder Press,Strength,1.0,45.0,10.0,450.0,45.0,0.0,405.0,0.0,2021-06-17,60,
17-Jun-2021,Thursday,Shoulder Press,Strength,2.0,45.0,10.0,450.0,45.0,0.0,405.0,0.0,2021-06-17,120,
17-Jun-2021,Thursday,Shoulder Press,Strength,3.0,45.0,10.0,450.0,45.0,0.0,405.0,0.0,2021-06-17,30,
17-Jun-2021,Thursday,Shoulder Press,Strength,4.0,45.0,10.0,450.0,45.0,0.0,405.0,0.0,2021-06-17,90,
17-Jun-2021,Thursday,Shoulder Press,Strength,5.0,45.0,10.0,450.0,45.0,0.0,405.0,0.0,2021-06-17,120,
17-Jun-2021,Thursday,Barbell Row,Speed,1.0,70.0,10.0,700.0,630.0,0.0,0.0,70.0,2021-06-17,60,
17-Jun-2021,Thursday,Barbell Row,Speed,2.0,70.0,10.0,700.0,630.0,0.0,0.0,70.0,2021-06-17,60,
17-Jun-2021,Thursday,Barbell Row,Speed,3.0,70.0,10.0,700.0,630.0,0.0,0.0,70.0,2021-06-17,90,
17-Jun-2021,Thursday,Barbell Row,Speed,4.0,70.0,10.0,700.0,630.0,0.0,0.0,70.0,2021-06-17,120,
17-Jun-2021,Thursday,Barbell Row,Speed,5.0,70.0,10.0,700.0,630.0,0.0,0.0,70.0,2021-06-17,150,
18-Jun-2021,Friday,Squat,Strength,1.0,80.0,5.0,400.0,40.0,40.0,0.0,320.0,2021-06-18,90,
18-Jun-2021,Friday,Squat,Strength,2.0,90.0,5.0,450.0,45.0,45.0,0.0,360.0,2021-06-18,150,
18-Jun-2021,Friday,Squat,Strength,3.0,100.0,5.0,500.0,50.0,50.0,0.0,400.0,2021-06-18,120,
18-Jun-2021,Friday,Squat,Strength,4.0,110.0,5.0,550.0,55.0,55.0,0.0,440.0,2021-06-18,150,
18-Jun-2021,Friday,Squat,Strength,5.0,120.0,3.0,360.0,36.0,36.0,0.0,288.0,2021-06-18,60,
18-Jun-2021,Friday,Deadlift,Speed,1.0,80.0,10.0,800.0,240.0,80.0,0.0,480.0,2021-06-18,150,
18-Jun-2021,Friday,Deadlift,Speed,2.0,80.0,10.0,800.0,240.0,80.0,0.0,480.0,2021-06-18,90,
18-Jun-2021,Friday,Deadlift,Speed,3.0,80.0,10.0,800.0,240.0,80.0,0.0,480.0,2021-06-18,90,
18-Jun-2021,Friday,Deadlift,Speed,4.0,80.0,10.0,800.0,240.0,80.0,0.0,480.0,2021-06-18,150,
18-Jun-2021,Friday,Deadlift,Speed,5.0,80.0,10.0,800.0,240.0,80.0,0.0,480.0,2021-06-18,150,
19-Jun-2021,Saturday,Shoulder Press,Strength,1.0,55.0,5.0,275.0,27.5,0.0,247.5,0.0,2021-06-19,150,
19-Jun-2021,Saturday,Shoulder Press,Strength,2.0,60.0,5.0,300.0,30.0,0.0,270.0,0.0,2021-06-19,120,
19-Jun-2021,Saturday,Shoulder Press,Strength,3.0,65.0,5.0,325.0,32.5,0.0,292.5,0.0,2021-06-19,30,
19-Jun-2021,Saturday,Shoulder Press,Strength,4.0,70.0,5.0,350.0,35.0,0.0,315.0,0.0,2021-06-19,120,
19-Jun-2021,Saturday,Shoulder Press,Strength,5.0,75.0,7.0,525.0,52.5,0.0,472.5,0.0,2021-06-19,90,
19-Jun-2021,Saturday,Shoulder Press,Strength,6.0,70.0,6.0,420.0,42.0,0.0,378.0,0.0,2021-06-19,180,
19-Jun-2021,Saturday,Shoulder Press,Strength,7.0,65.0,7.0,455.0,45.5,0.0,409.5,0.0,2021-06-19,60,
19-Jun-2021,Saturday,Shoulder Press,Strength,8.0,60.0,7.0,420.0,42.0,0.0,378.0,0.0,2021-06-19,90,
19-Jun-2021,Saturday,Shoulder Press,Strength,9.0,55.0,5.0,275.0,27.5,0.0,247.5,0.0,2021-06-19,90,
19-Jun-2021,Saturday,Shoulder Press,Strength,10.0,50.0,8.0,400.0,40.0,0.0,360.0,0.0,2021-06-19,60,
19-Jun-2021,Saturday,Bench Press,Strength,1.0,80.0,10.0,800.0,0.0,80.0,720.0,0.0,2021-06-19,90,
19-Jun-2021,Saturday,Bench Press,Strength,2.0,80.0,10.0,800.0,0.0,80.0,720.0,0.0,2021-06-19,90,
19-Jun-2021,Saturday,Bench Press,Strength,3.0,80.0,10.0,800.0,0.0,80.0,720.0,0.0,2021-06-19,120,
19-Jun-2021,Saturday,Bench Press,Strength,4.0,80.0,10.0,800.0,0.0,80.0,720.0,0.0,2021-06-19,90,
19-Jun-2021,Saturday,Bench Press,Strength,5.0,80.0,10.0,800.0,0.0,80.0,720.0,0.0,2021-06-19,120,
19-Jun-2021,Saturday,Barbell Row,Hypertrophy,1.0,90.0,10.0,900.0,810.0,0.0,0.0,90.0,2021-06-19,90,
19-Jun-2021,Saturday,Barbell Row,Hypertrophy,2.0,90.0,10.0,900.0,810.0,0.0,0.0,90.0,2021-06-19,60,
19-Jun-2021,Saturday,Barbell Row,Hypertrophy,3.0,90.0,10.0,900.0,810.0,0.0,0.0,90.0,2021-06-19,60,
19-Jun-2021,Saturday,Barbell Row,Hypertrophy,4.0,80.0,10.0,800.0,720.0,0.0,0.0,80.0,2021-06-19,60,
19-Jun-2021,Saturday,Barbell Row,Hypertrophy,5.0,80.0,10.0,800.0,720.0,0.0,0.0,80.0,2021-06-19,150,
19-Jun-2021,Saturday,Bicep Curl,Speed,1.0,30.0,10.0,300.0,300.0,0.0,0.0,0.0,2021-06-19,120,
19-Jun-2021,Saturday,Bicep Curl,Speed,2.0,30.0,10.0,300.0,300.0,0.0,0.0,0.0,2021-06-19,150,
19-Jun-2021,Saturday,Tricep Extension,Endurance,1.0,20.0,10.0,200.0,0.0,0.0,200.0,0.0,2021-06-19,90,
19-Jun-2021,Saturday,Tricep Extension,Endurance,2.0,20.0,10.0,200.0,0.0,0.0,200.0,0.0,2021-06-19,120,
20-Jun-2021,Sunday,Bench Press,Speed,1.0,100.0,5.0,500.0,0.0,50.0,450.0,0.0,2021-06-20,90,
20-Jun-2021,Sunday,Bench Press,Speed,2.0,115.0,3.0,345.0,0.0,34.5,310.5,0.0,2021-06-20,90,
20-Jun-2021,Sunday,Bench Press,Speed,3.0,125.0,2.0,250.0,0.0,25.0,225.0,0.0,2021-06-20,60,
20-Jun-2021,Sunday,Bench Press,Speed,4.0,120.0,3.0,360.0,0.0,36.0,324.0,0.0,2021-06-20,90,
20-Jun-2021,Sunday,Bench Press,Speed,5.0,110.0,5.0,550.0,0.0,55.0,495.0,0.0,2021-06-20,90,
20-Jun-2021,Sunday,Bench Press,Speed,6.0,100.0,5.0,500.0,0.0,50.0,450.0,0.0,2021-06-20,150,
20-Jun-2021,Sunday,Shoulder Press,Speed,1.0,50.0,10.0,500.0,50.0,0.0,450.0,0.0,2021-06-20,90,
20-Jun-2021,Sunday,Shoulder Press,Speed,2.0,50.0,10.0,500.0,50.0,0.0,450.0,0.0,2021-06-20,120,
20-Jun-2021,Sunday,Shoulder Press,Speed,3.0,50.0,10.0,500.0,50.0,0.0,450.0,0.0,2021-06-20,90,
20-Jun-2021,Sunday,Shoulder Press,Speed,4.0,50.0,10.0,500.0,50.0,0.0,450.0,0.0,2021-06-20,120,
20-Jun-2021,Sunday,Shoulder Press,Speed,5.0,50.0,10.0,500.0,50.0,0.0,450.0,0.0,2021-06-20,30,
20-Jun-2021,Sunday,Barbell Row,Strength,1.0,100.0,10.0,1000.0,900.0,0.0,0.0,100.0,2021-06-20,60,
20-Jun-2021,Sunday,Barbell Row,Strength,2.0,100.0,10.0,1000.0,900.0,0.0,0.0,100.0,2021-06-20,90,
20-Jun-2021,Sunday,Barbell Row,Strength,3.0,100.0,10.0,1000.0,900.0,0.0,0.0,100.0,2021-06-20,90,
20-Jun-2021,Sunday,Barbell Row,Strength,4.0,100.0,10.0,1000.0,900.0,0.0,0.0,100.0,2021-06-20,180,
20-Jun-2021,Sunday,Barbell Row,Strength,5.0,100.0,10.0,1000.0,900.0,0.0,0.0,100.0,2021-06-20,120,
21-Jun-2021,Monday,Shoulder Press,Strength,1.0,40.0,5.0,200.0,20.0,0.0,180.0,0.0,2021-06-21,120,
21-Jun-2021,Monday,Shoulder Press,Strength,2.0,45.0,5.0,225.0,22.5,0.0,202.5,0.0,2021-06-21,90,
